단어,불용어,dff
힘들어요....이거,,
안될것같은데요...ㅠㅠ,,
짭조름해요,,
우아,,
친구모임때는,,
좋은맛!!,,
너무깔끔하고,,
바삭바삭맛있고,,
맛있나요,,
작은거는,,
하나씩주시고,,
모지?,,
닭이사라짐,,
단골입니다!!,,
맛있슴니당,,
시켜먹게되네요ㅋㅋ,,
나요~~~,,
튀기신건가요?,,
80프로가,,
히밥님,,
"“바싹,바싹”",,
처음이였네요,,
늦어졌네요,,
재주문합니다~~!여전히,,
추천메뉴인,,
맛있고요!!ㅎㅎㅎ,,
자주먹는집인데,,
오버로튀긴건지,,
먹다남은걸,,
별루래요,,
왔네요?,,
추가한건데요,,
안오는거면,,
공지해주시면,,
맛집인정,,
마시써요..,,
여기맛있어요,,
어마하네요.,,
넣으셔도,,
듯요~^^,,
만땅입니다!!,,
대박나세요.,,
.치킨은,,
오나,,
6초이상,,
다음에.다른맛으로,,
간장양념의,,
정석이랄까요ㅋㅋㅋ다른,,
사이드메뉴들도,,
잘드셨습니다~~다음에,,
싶네요ㅎㅎㅎ,,
예상시간을,,
10분가량,,
오바했네요ㅡㅡ,,
좋아요~맛있습니다!,,
그런말없이,,
예약시간보다,,
나와있어서,,
있었던게...,,
함정~_~;;,,
후라이드!,,
육육순살치킨,,
넘짜요.,,
포장주문해서,,
방문하였으나,,
40분이상,,
기다렸고,,
더구나,,
제품이,,
탁자에,,
놓여줘있는데도,,
직원은,,
나온줄도,,
보고서,,
나온줄,,
몰랐다고,,
건네줘서,,
집에와서,,
추천안하고,,
매장이네요.,,
시켜먹을꺼예요~^^,,
어우러져있고,,
안떨어져서,,
옆구리에,,
간지치킨입니가.,,
순살오고....60계,,
맛이....,,
변경되었지만,,
날때가,,
있어요~~애들이,,
좋아옂,,
라면스프맛,,
최고입니다!!!,,
떡볶이까지!!!!,,
강추강추!!!!!,,
욀케,,
맛있나요!!!!,,
완소치킨집~,,
감튀써비스주세욤~♡,,
색달라,,
단짠맵이네요,,
맥주안주똭~입니다~,,
뜨끈뜨끈~,,
안오니,,
본인이,,
확인했고,,
눌렀다고,,
우기더니,,
배달했다고,,
전화오네요.,,
안합니다.,,
미쳤어요????ㅎㅎㅎㅎㅎ,,
깔끔합니다~~,,
Cuvgjjkgjg,,
잘먹었~~~~~~~~~습니다,,
재주문률2000000%,,
먹기편해,,
시킨게,,
튀김옷때문인지,,
않았어요...아쉬웠어요,,
합작,,
타는줄..good,,
알바분이,,
받으신건지,,
대책은,,
듣기엔,,
하시더라고요,,
씁쓸한,,
기분이였네요,,
가게인데,,
번창했음,,
바램에서,,
많은지.,,
걸리네요.,,
단체,,
스럽습니다.,,
먹을만하네요.치즈볼도.근데,,
31일에,,
잘못이겠죠..2시간넘게,,
치킨..ㅠㅠ,,
치킨죽같아요.그나마,,
먹을만했구요.맵기는,,
후라이드느는,,
별로입니다.다음날,,
아침까지,,
니글거림.,,
최악(5곳에서,,
늦게옴),,
닭강정인지,,
잔뜩.,,
봐주시고,,
잡을데가,,
없도다,,
좋아요!~,,
오긴했지만,,
추어서,,
휴일에,,
온편이라고,,
넘맛있어요!!간지치킨맛있어요,,
무가좀,,
싱싱하지,,
않은것,,
같아요~~^^,,
주는거같아요,,
감사했어요ㅜㅜ,,
잘못찍었지만..ㅋㅋ,,
사장님!!콜라감사해요!!,,
맛도쵝오~,,
한마리다못먹는데,,
비웠어요,,
넣어주셨는데,,
쫄깃쫄깃하니,,
처음!,,
궁금증을,,
못이기고,,
찍었음,,
핫하다는,,
짧조롬.,,
괜찮!,,
듣고보니,,
설탕?,,
장스보다는,,
울집에서,,
튀겨주신거죠,,
뜨꺼운,,
불어가며,,
미시다하이마시디마시다,,
아닌듯...두번,,
흐물흐물..,,
과장하면,,
죽느낌.,,
물부어서,,
처럼..,,
탄내...,,
애매...,,
이상했습니다,,
땡기긴,,
시켜주셔서,,
남기려고,,
아닙니다,,
타사에비해,,
먹는제가,,
모를정도,,
튀김먹는,,
어떤지,,
튀기더라도,,
잃지않고,,
유지하는,,
그란,,
되시라고,,
하는겁니다,,
양과질이,,
먹습니당.,,
눅눅(덜바삭)했어요,,
없을듯합니다.,,
"빼고는,",,
취향에따라,,
갈리겟지만,,
시간대인데도,,
나가네요...,,
먹어봣네요ㅋㅋㅋ,,
그냥그런데?!,,
이랬는데,,
어느순간,,
뻥짐…??,,
쁘링클에,,
더한맛이에요.,,
영양가도,,
2개째,,
먹을라는,,
찰나...,,
이것은.ㅠㅠ,,
첨이네요..,,
나온거는요..,,
모..,,
하는일이니..,,
쩜만,,
주의해달라고,,
적은듯해,,
아쉽니다.,,
캬,,
매콤했지만,,
호랑이치킨이야,,
말해무엇해요,,
팔아,,
가까이라,,
기다리지않아,,
편리하네요,,
비린냄새가,,
나요.오래된,,
얌얌~♡♡♡,,
맛나용~~~~~^^,,
정작,,
별로~.,,
맛있네요..딸내미는,,
시장닭같은,,
애,,
어른입맛엔,,
수프같은,,
센스는,,
좋으시나,,
전화통화는,,
불편했네요,,
10분은,,
걸어가야하는,,
주문걸려서,,
통화하는,,
음성ㅇㅣ,,
불쾌한,,
드림,,
맛나게잘먹었습니다ㆍ순날부분은,,
심심,,
전해지네요,,
먹어봐요~,,
후레이크와마늘조합이,,
너무좋은데요.완전,,
듬뿍듬뿍,,
얻져,,
쫜득~,,
조또리노,,
맛났으요.,,
작다작다,,
작기도,,
선호하는,,
시즈닝이랑,,
닭자체는,,
바삭매콤달짝!,,
약간달긴합니다..,,
맛이예요!!,,
똥집까지,,
중간고사,,
끝난,,
쐈습니다,,
맛있게ㅜ잘,,
옆면하고,,
콜라하고,,
봉지에,,
묻어있네요~,,
봉인해제스티커도,,
떠있네요~,,
진짜맛잇어요,,
호랑이치킨요,,
아..너무,,
시켜야할듯요,,
앉은자리에,,
뚜딱,,
해치우곤,,
엄지척~!!??,,
써비스에,,
한컷~!!,,
ㅠㅠ앞으로,,
호랭이만먹을듯,,
이날이후로,,
중독됐습니다,,
식사였습니다~,,
뽀까도,,
베리굿~~~~감사해요,,
둡ㅓㄴ해줘서,,
덩달아,,
인사했다니요.,,
음???,,
틀림,,
단건지,,
매콤한건지,,
먹엇습니다~!!!,,
배송을,,
맛있데요~,,
예정^^,,
"한마리,부분육",,
거뭇거뭇한데,,
냉동인가요?,,
냉동실,,
넣기,,
두려운데,,
느리다.,,
시키자고하면,,
3번중2번은,,
도착후,,
넣어달라고,,
부탁했는데요,,
잘못간것도,,
모자라,,
안보내시고,,
옆동,,
주민이,,
남았다는데,,
진작에,,
먹고있네요,,
코라1.25추가시켰는데,,
소스양도,,
넉넉하고....대만족입니다.,,
마늘베이스?에,,
달달함까지있어,,
하는바램이었습니다,,
맛잇어요~~~~!!!,,
입아프죠!!,,
없었어요ㅜㅜ,,
항상좋아하시는,,
잘먹곺있습니댜~~^^,,
짱ㅇ,,
먹었지요ㅋㅋㅋ,,
불닭볶음면은,,
먹거든요..,,
노랬어요,,
먹었습니다~??,,
....................,,
누락한,,
너무너무맛있어요ㅋ,,
후라이드전통맛!,,
다리만시켰는데푸짐한양ㅋ,,
조금아쉬운건ㅠ다리절단면?,,
뻣조각?뼛가루?같은게계속씹혀유ㅜㅇㅜ,,
이가바사삭!,,
그거만개선부탁드려용~^^,,
또시킬께용♡,,
첨머고보는데,,
맛있어요~웨지감자도,,
치킨이죠^^,,
큰애는,,
양념^^,,
각자,,
주었어요^^,,
반해버려,,
저번주에만,,
주문해먹었어요^^,,
치맥^^,,
아주친절히,,
잘해주셔용~,,
노크후,,
문자까지주시구,,
의사있습니다~,,
"변경해주시고,",,
될지,,
걱정햇는데,,
첫주문해먹은,,
양념반인데,,
양념에다,,
비벼먹었는데,,
배달도감사한데..,,
첨먹어보는60계치킨인데,,
진짜너무맛있네요!!앞으로치킨은,,
요기서!!!,,
90분?,,
맘들이,,
변했나보내요,,
예전같지않게,,
매마르고,,
얘기해도,,
참내,,
아니지않나요,,
양념윙은맛있었는데,,
별로였어요ㅠㅠ,,
또시켰네요.,,
반반으로다가,,
너~~~~무,,
재주문할때,,
빨라서좋은데,,
물컹물컹,,
신경쓰시면,,
같은데..아쉽네요,,
마이쪄~♡사진또읍네여~~~^^,,
감자도많고,,
치킨도많고,,
간장소스도,,
빠른배달..,,
당연..,,
배달..,,
밥과비벼서,,
오래걸리고,,
월욜오후라선지,,
왔네여~^^,,
겁나맛있음~,,
애들먹던거,,
맛나던디,,
따신거,,
먹어봉께,,
기똥차네여~~,,
아깝지않은,,
존맛탱!!!!,,
사진읍씀~~~,,
오오오~첨먹어봄.,,
맛나네여~감자도,,
60계치킨답게,,
없고~^^*,,
60계꺼,,
마니파세여~♡,,
짱입니다^^,,
한시까지,,
넘맛있었네요,,
치즈볼도시켜볼래용,,
맛은좋은뎅,,
적어용^^,,
전후,,
사진올려용~~,,
급빠르고요~~짜파치킨먹어보고시켜,,
함시켜봤어요~~맛,,
짜장면에,,
치킨비벼먹는맛?,,
먹을만하네요~~서비스웨지감자,,
순한맛인데,,
"좀,",,
가세요를,,
선택해도,,
도착하시면,,
"눌러주시던데,",,
"가셨는지,",,
"식어가지고,",,
아깝네요,,
"맛있어요,오늘은",,
부침가루가,,
뭉쳤네요~,,
잘먹어서...,,
부족이긴,,
짜장...그리고,,
콜라보,,
쥭입니다..!!,,
아주조아요맛있었요,,
자주먹고싶어요,,
잘먹엇어요..마니파세요ㅎ,,
맛있게먹엇습니다^^,,
"맛,양,배송",,
주2회는,,
필수죠^^,,
막었습니다^*,,
잘먹었습니다~~~~!!!!!!!,,
ㅠㅠ무랑,,
왔던것,,
같은데........,,
구매해야되나요???,,
(늦는것까진,,
괜찮은데),,
속상했어요..........ㅠㅠ,,
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,,
좋아요□!,,
차갑긴했지만,,
추석에,,
오래걸렸어요ㅠㅠㅠㅠ,,
갑자기안보이는데요~,,
20번가까이,,
저녁피크타임에,,
결재변경으로,,
재주문요청한다고,,
취소해달라고하고,,
도착에,,
감동하고,,
반해씁니다,,
시킬게요??,,
맛집~~,,
맛남~~,,
"치즈스틱,",,
모험을,,
가능,,
깜짝!,,
느리긴했지만,,
참잘했어요,,
진짜맛잇어요!!+++++,,
맛있어요??????,,
무난무난하네영..,,
90분걸렸네요,,
느낌이었는지,,
존맛이엇어여,,
시켜보앗는데,,
쏘쏘~~~,,
맛맀습니당,,
많이ㅠㅏㅛㅔ려,,
첨먹어본맛,,
짭조롬한맛,,
더매운고추맛,,
튀김옷이좀눅눅해서아쉬웠어요,,
다이또는,,
실패했지만요,,
넘길래,,
생각이었는데,,
굿.........,,
꽝이네요.,,
꾹,,
참았어요.,,
바쁘셨는지..,,
뭉쳐있고...,,
아니었네요.,,
다헬,,
국물맛이,,
튀기지만,,
않으시면,,
별4개만..,,
???,,
감사합니다ㅜㅜ,,
시켜달라는거,,
하...절제하구있습니다,,
....큰일입니다,,
다이어트중인데,,
어쩜좋습니까?,,
감자파티!!!!!,,
감자좋아해서,,
잘먹어욤,,
생각했어용ㅠ.ㅠ,,
맛있어요!??,,
중국집,,
수준으로,,
맛있었어요ㅠ??ㅠ??,,
식사였습니당??,,
배달많이느렸지만,,
맛있어오늘또주문하네요,,
????????,,
제취향이에요!!ㅋㅋ,,
없을까요?^^;;;;,,
싱거웠는데,,
잘버무려져서,,
신선하고.,,
주문할거얌.,,
순삭하느라,,
매운치킨은,,
탑급으로,,
당황쓰,,
ㅋㅋㅋㅋ큐,,
모지랐지만,,
같아요~!!,,
괜츈해융.......,,
넘었어요,,
막혀서,,
나오지,,
않습니다!!,,
컨플래인,,
했습니다!!,,
점주란,,
젊은,,
사장이,,
지침이,,
난걸로,,
되었다면서,,
못해준다고,,
최조주문사진이고,,
외식이,,
꺼려져,,
배송시켰는데,,
봉변당했습니다!,,
19에,,
마스크도,,
안낀,,
점주가,,
손을로,,
가다니,,
막힙니다!!,,
대단!,,
늦어졋는지,,
여전했습니다,,
맛이야~~~,,
"잘먹었습니다.,....",,
맛이야~~보장^^,,
당최,,
할지....,,
때문에...다른,,
갈아탈수도...,,
ㅎㅎ최고,,
간지윙봉셋트,,
고추윙봉?,,
매우네요,,
중간단계를,,
100단계는,,
건너뛴,,
다른준들,,
ㅋ맛나게,,
??ㅎ??,,
먹었네요..그래도,,
천상급!,,
부탁드려요ㅎㅎ,,
조아요~,,
걱정했는데~~한시간,,
걸린듯요^^,,
겨를없이,,
못찍었네요~~~고추치킨,,
대박♡♡♡,,
조금식었는데도,,
오래걸림..기대와는,,
멀었음,,
이해하지만...치킨이,,
왔어도,,
젠장,,
맛있어용ㅋㅋ,,
안먹어봤다고,,
맛있다거,,
하네용ㅋㅋ,,
밑간에,,
주셨네요~~^^,,
완벽하네요~~^^,,
맛있어소습니다.~~,,
맛나요~~담엔,,
도전~~^^,,
매번은맛이에요ㅎㅎ,,
배부릅니다,,
만족했네요,,
메이플시럽에,,
녀석들에서,,
맛있게!,,
친절하게!,,
배송해주셨어요~,,
맛있어요~~~~~~~~~~,,
보내달라했는데,,
눌르고,,
두드리고,,
가시네요,,
사항좀,,
꼭좀,,
오기도,,
했는데.,,
그거야,,
그렇다치고,,
영수증을,,
갔네요?,,
가던가,,
잘버리던가,,
없었습니다ㅎㅎ,,
자아알,,
먹었습니당??,,
배달도빠르고맛도있고넘좋아요,,
3주째,,
마리씩,,
치킨마요로도,,
최고일거,,
영자누나가,,
맛있게먹는거보고시켰는데,,
그냥그렇네요,,
반도못먹고버렸습니다,,
맵네요;;,,
달에,,
굿굿~~??????,,
배달이생각보다,,
빨라서좋았네요~~잘먹었습니다~,,
늦여요,,
식엇고,,
먹을때야,,
지점과는,,
부족하더라구요..,,
안느껴지더라구요..!,,
달긴한데,,
걸린것만,,
일반과,,
더매운중에,,
고민고민하다가..,,
성공적이었어요~,,
시기적으로,,
도착이었지만..,,
맛이었어요^^,,
더지나서,,
많았습니다^^,,
애둘이,,
먹을라니,,
양이ㅜ,,
작지막,,
육즙?이있어여.양념치킨,,
담백합니다.맛있게,,
아무말도,,
가버려서,,
도전해볼까해요,,
왔어요..바삭함은,,
없고..반반,,
시켰는데..소스가,,
다른쪽에,,
흘려져,,
있고..다신,,
맞있어서,,
찍었네요......,,
배달조금늦어지만,,
ㄱㅊ나용,,
시켜먹어볻건데,,
심각하네요;;,,
맛있어요ㅠㅠㅠ♡♡♡:,,
고소하면서,,
느끼하면서,,
짱이었어요!,,
추천합니다????,,
업데이트,,
하시길을...,,
행사날이라,,
주문리스트에는,,
85분예상이었는데,,
더걸려서,,
뚜껑열고,,
깜놀했네요,,
앞전에,,
적었는가,,
싶던데요,,
주방저울위에,,
올려봤네요,,
잘먹었습니다.!,,
왜케뻣뻣한지모르겟네,,
다른지점먹어봐야겟다,,
자꾸생각나요ㅋ,,
6초치킨이~~~,,
뱌달은,,
안주는게,,
치명적인,,
단점...,,
빠졋어용^^,,
넘오래기다려서,,
ㅠ.좀,,
한결같았음좋겠어여,,
칼같네요,,
1111111111,,
걸리긴했지만요,,
감사합니다~~담엔,,
좋아하네용~~^^,,
8시25분정도,,
9시30분,,
받었는데요..,,
밀리셨는지..,,
어쨌는지,,
튀겨지질않었네요..,,
닭맛,,
아시죠???몇개,,
뚝..,,
먹어야할지,,
말아야할지,,
고민이네요,,
맛잇ㅅ고,,
60계치킨??,,
조각이넘자잘하게대있어서,,
후추?소금,,
뭉쳐있어,,
엄청짜드라구요..,,
아쉬웠어요ㅠㅠㅠ,,
두번째시켜서먹었어요,,
너짜네요......,,
식었어요.....,,
안보였으면,,
좋았을걸,,
다리에,,
칼집을,,
더넣으면,,
신속한배달과!,,
60계네요~,,
진짜맛잇음.,,
권장합니다.,,
치킨안조아하는데,,
맛맛맛잇잇잇엇엇엇욧욧욧,,
잘먹었어오!,,
????배송이,,
사먹을것,,
단백해서,,
왔던거,,
배신,,
잘먹었어여.양이들쑥날쑥이지만,,
옷얇아,,
여기만먹음,,
너무너무맛있었어요,,
안된줄,,
알았습니다ㅠㅠ,,
빡쳤었는데,,
빡침,,
내려앉았습니당,,
존맛이라,,
존맛이네여ㅜ,,
퍽퍽살이좀잇네요,,
살짝아쉬움,,
왔음^^,,
매운정도가,,
멀리있는,,
거를,,
"하고,,,",,
거리있는,,
되도록,,
안해야겠어요.,,
치즈맛이,,
맛나게잘머거써여.오늘은,,
많이주션네여!감사합니당,,
덜매울줄,,
알고시켰는데,,
대에박~~~ㅋ,,
친구들이랑만,,
먹는걸로~~,,
매웠지만요~^^,,
힘들어할정도입니다.,,
들지,,
참좋아하네요,,
우선배달분이잘못된건지아님매장에서주문이밀린건지모르겠으나9:35분에시켜75분내외도착이랬는데11시가다되어가도안와서전화했더니아직출발도안했더군요,,
배달도착시간이정확히벨누른시간11:21분입니다,,
좀더늦었음2시간입니다,,
따뜻한것도,,
안쪽만,,
미적지근한정도고이정도로늦고식혀서올꺼면차라리전화를해서주문이밀렸다고하시던가너무한것같네요,,
그리고젓가락체크도안했는데젓가락도없네요,,
치킨하나에,,
기다려보긴,,
이런식일까봐,,
시키기는,,
두렵네요,,
늦게오네요,,
잘먹었습니다.튀김옷얇아,,
여전히맛있네요...,,
오징어튀김,,
살며시,,
느껴지던데,,
그런거였을까요?,,
항상주문하는곳인데,,
마니늦네요,,
60분찍혔는데,,
90분.,,
이럴땐,,
기존고객들에게,,
오해없는,,
대처방안이,,
필요할꺼같네요.전화해도,,
주문밀렸으니,,
취소하란식이니.,,
.잘먹었습니다,,
70분?,,
컸나봐요~,,
~애들은,,
찝초름하고,,
아으ㅠㅠ,,
시켰는데요...그냥,,
치즈볼왔어요....,,
너무...,,
속상하네요.....,,
수능보고,,
고삼이라고,,
.....티내는건,,
아니지만..........많이,,
바쁘셨나요.......?...........ㅠ.....아이.....참........다음에,,
두개주실건가요...........?,,
한시간반걸렸습니다,,
보완이,,
맛있내요~애들도잘먹어요,,
배달시켜먹었는데.,,
너무씹혀,,
먹기불편했어요.,,
맛잇어용~~~~~~,,
맛두있구,,
진리.,,
닭의진리죠...,,
만족했어요!,,
고추치킨시켯는데,,
60계치킨하는지,,
알게됐네요!!!!!,,
어쩜이렇게,,
바삭바삭하죠ㅜㅠ,,
많네요!!!,,
시간맞춰오셨어요><,,
넘고~#,,
두점,,
나죠?,,
아이주려도,,
어른이다,,
마요네즈소스오는거로,,
안왔네여,,
구매로,,
바낀건가요?,,
굿굿굿굿굿~~!!!,,
많이하고,,
미지근하게,,
윙봉메뉴인줄,,
아니었네용,,
많구요~,,
먹게될듯,,
도전하라고,,
꼬시네요,,
먹고난,,
후라...,,
"아,지금껏",,
그만먹겠습니다,,
8시쯤,,
비슷한시간에,,
40~50분만에,,
걸리시고요.,,
감사하고요.,,
배달잘못같긴한데,,
10회이상,,
80분이,,
뭡니까?,,
흠.....,,
두개추가했는데,,
왔어요.ㅜㅜ,,
다음주문시,,
미리얘기하면,,
주신다했네여.,,
주문해야겠어여^^,,
실수해서,,
존맛이네요!,,
시켜보려고요ㅋㅋ,,
60마라만,,
바꾼다더니,,
기다리다지쳐요,,
해줬어요,,
별로맵진않구요,,
조각이작아서,,
하얀것이,,
설탕인가요?,,
100분가량,,
오래걸리네요,,
더좋아했어요.,,
맵지않았고,,
더부드러웠어요.,,
맵다는치킨이,,
재탕을한건지...,,
했던건데,,
실망했네요,,
무시하지,,
많습니다..,,
못들어,,
한마디라도,,
해주는게,,
예의아닌가요?,,
무시하시는,,
자세,,
더러워서,,
직원도,,
말투,,
열었을때는,,
적을거라,,
맛있었습니당!,,
맛있어요.오늘은,,
마요네즈소스주셔서,,
같이먹었어요.,,
